LSOA code (2011),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Children and Young People Sub-domain Score
E01000456,12.419,-1.267,-0.868,18.498,0.046,-0.712
E01000457,13.122,-0.470,0.042,19.804,0.132,0.032
E01000458,4.795,-0.809,-0.833,11.176,0.039,-1.082
E01000459,10.295,-0.455,-0.176,13.645,0.206,-0.541
E01000460,8.071,-1.412,-0.744,8.031,0.056,-1.195
E01000461,8.647,-1.506,-0.217,13.090,0.053,-1.181
E01000462,13.872,-0.471,-0.455,32.556,0.189,-0.255
E01000463,9.061,-0.803,-1.045,16.249,0.058,-0.801
E01000464,18.513,-0.185,0.057,11.461,0.283,-0.345
E01000465,26.542,0.065,-0.104,10.067,0.316,0.193
E01000466,18.835,-0.319,-0.079,9.394,0.221,-0.140
E01000467,14.140,-0.484,-0.181,14.221,0.238,-0.236
E01000468,5.808,-0.559,-0.179,9.245,0.206,-0.769
E01000469,10.345,-0.269,0.332,13.773,0.192,-0.437
E01000470,26.159,0.069,1.145,12.145,0.255,0.057
E01000471,22.598,-0.464,-0.261,24.382,0.090,-0.360
E01000472,12.330,-0.718,0.040,41.409,0.230,-0.065
E01000473,27.046,-0.747,0.167,29.840,0.170,-0.164
E01000474,28.272,-0.819,-0.462,20.327,0.117,-0.140
E01000475,13.258,-0.910,-0.457,23.986,0.109,-0.533
E01000476,28.684,-1.101,0.379,29.632,0.098,0.169
E01000477,30.810,-0.982,-0.117,29.429,0.115,0.399
E01000478,21.904,-1.069,0.408,38.057,0.162,-0.167
E01000479,7.354,-1.140,0.092,24.661,0.131,-0.694
E01000480,3.875,-1.037,0.395,24.978,0.091,-1.061
E01000481,6.912,-0.519,0.077,30.802,0.199,-0.674
E01000482,13.984,0.406,0.234,21.805,0.232,-0.497
E01000483,21.164,-0.053,0.402,24.973,0.233,-0.207
E01000484,22.619,-0.188,-0.146,28.134,0.296,0.158
E01000485,17.394,0.589,0.259,15.022,0.135,0.220
E01000486,7.505,-1.159,0.397,18.492,0.099,-0.722
E01000487,7.192,-0.782,0.109,21.233,0.099,-0.717
E01000488,14.776,-0.517,0.842,26.912,0.167,0.093
E01000489,5.678,-0.207,0.969,27.710,0.224,-0.509
E01000490,10.234,-0.308,0.980,29.383,0.223,0.114
E01000491,9.526,-0.438,0.441,22.605,0.135,-0.136
E01000492,2.874,-0.789,0.262,28.893,0.078,-1.164
E01000493,3.441,-0.839,-0.018,29.578,0.103,-0.966
E01000494,4.003,-0.257,0.047,21.981,0.158,-0.823
E01000495,9.041,0.320,0.994,24.258,0.267,-0.158
E01000497,13.470,-0.353,0.357,20.737,0.185,-0.541
E01000498,32.814,-0.357,0.860,30.555,0.223,0.206
E01000499,24.338,-0.377,0.365,27.800,0.251,-0.074
E01000501,16.423,-0.118,0.572,21.398,0.293,-0.241
E01000502,12.641,-0.496,0.680,21.734,0.277,-0.427
E01000503,14.319,-0.478,0.830,24.950,0.189,-0.284
E01000504,8.118,-0.164,0.293,26.783,0.117,-0.271
E01000505,10.765,-0.756,0.251,20.222,0.148,-0.530
E01000506,24.496,-0.228,0.372,39.711,0.238,0.435
E01000507,10.174,-0.748,0.554,20.392,0.201,-0.395
E01000508,30.342,-0.275,0.558,29.572,0.227,0.136
E01000509,29.700,-0.265,1.665,33.741,0.240,0.139
E01000510,19.895,-0.827,1.458,34.818,0.217,-0.010
E01000511,16.599,-0.148,1.198,40.547,0.187,-0.040
E01000512,5.320,-0.642,0.604,37.022,0.155,-0.681
E01000513,16.480,-0.798,-0.002,31.800,0.124,-0.493
E01000514,8.404,-0.832,0.043,25.027,0.107,-1.029
E01000515,16.035,-0.487,0.752,20.381,0.138,-0.320
E01000516,15.766,-0.542,0.389,31.570,0.118,-0.549
E01000517,7.125,-1.154,0.789,27.484,0.047,-0.719
E01000518,14.169,-0.322,0.794,26.451,0.145,-0.394
E01000519,9.795,-0.534,0.260,20.860,0.130,-0.500
E01000520,13.058,-0.305,0.388,22.902,0.092,-0.479
E01000521,31.536,0.288,0.997,45.317,0.351,0.322
E01000522,21.356,-0.268,0.149,26.233,0.280,-0.119
E01000523,35.891,-0.516,0.941,37.672,0.222,0.822
E01000524,30.782,0.079,1.258,39.002,0.312,0.547
E01000525,25.254,-0.320,1.023,32.613,0.282,-0.056
E01000526,23.043,0.085,0.507,21.138,0.350,-0.233
E01000527,26.326,-0.035,0.823,33.063,0.170,-0.094
E01000528,19.590,0.166,1.021,31.242,0.264,-0.133
E01000530,4.278,-0.713,0.219,31.865,0.120,-0.778
E01000531,10.550,-0.273,0.022,33.291,0.260,-0.224
E01000532,14.257,-0.442,0.071,29.998,0.137,0.134
E01000533,23.619,0.235,1.195,35.330,0.223,-0.065
E01000534,7.846,-0.282,0.275,30.705,0.143,-0.608
E01000535,13.270,-0.180,1.099,51.473,0.152,-0.195
E01000536,2.175,-1.443,-0.080,19.343,0.078,-1.189
E01000538,2.006,-1.197,-0.341,25.276,0.100,-1.467
E01000539,2.877,-0.951,-0.294,21.587,0.049,-1.583
E01000540,2.461,-0.930,-0.417,18.935,0.067,-1.145
E01000541,4.560,-0.789,0.015,22.356,0.081,-1.447
E01000543,9.764,-0.412,0.600,26.136,0.137,-0.391
E01000544,11.462,0.165,0.251,29.337,0.307,-0.703
E01000545,11.695,-0.182,1.335,39.175,0.227,0.200
E01000546,7.703,-0.559,0.467,26.340,0.186,-0.155
E01000547,9.603,-0.110,0.553,30.272,0.188,-0.022
E01000548,9.389,0.123,1.316,31.415,0.349,-0.100
E01000549,4.256,-0.691,0.098,31.185,0.092,-0.458
E01000550,13.537,0.146,1.139,31.660,0.301,-0.092
E01000551,19.577,-0.018,0.214,24.564,0.332,-0.262
E01000552,24.252,0.013,0.331,46.328,0.354,-0.114
E01000553,16.445,0.154,0.693,32.336,0.183,-0.013
E01000554,15.320,-0.452,-0.090,27.362,0.173,0.111
E01000555,5.356,-0.992,0.490,27.520,0.097,-0.754
E01000556,16.061,-0.228,1.319,46.480,0.248,0.049
E01000557,7.319,0.126,0.426,26.954,0.211,-0.467
E01000558,6.653,-0.225,1.123,27.730,0.164,-0.352
E01000559,5.836,-0.033,0.420,28.022,0.200,-0.358
E01000560,6.317,-0.556,0.501,27.141,0.153,-0.222
E01000561,4.909,-0.029,0.650,22.412,0.206,-0.633
E01000562,3.426,-1.319,-0.282,19.805,0.122,-0.809
E01000563,1.953,-0.847,0.245,21.523,0.064,-1.422
E01000564,11.194,-0.954,-0.464,21.453,0.186,-0.539
E01000565,13.906,-0.428,0.080,20.612,0.203,-0.150
E01000566,9.367,-0.596,-0.072,22.288,0.102,-0.492
E01000567,7.053,-0.438,0.151,21.540,0.113,-0.630
E01000568,3.604,-0.584,-0.039,21.768,0.052,-0.558
E01000569,3.771,-1.035,-0.251,16.742,0.077,-1.237
E01000570,15.966,-0.581,0.117,20.912,0.097,-0.439
E01000571,9.079,-0.566,0.860,27.757,0.127,-0.635
E01000572,6.295,-1.141,-0.621,16.933,0.140,-0.562
E01000573,6.149,-0.817,0.132,22.652,0.108,-1.367
E01000574,6.572,-1.045,-0.444,21.892,0.078,-0.644
E01000575,8.469,-1.135,0.428,34.881,0.075,-0.556
E01000576,7.746,-0.960,0.456,25.567,0.094,-0.855
E01000577,17.573,-0.533,-0.421,33.745,0.278,0.025
E01000578,11.311,-0.298,0.830,23.600,0.228,-0.230
E01000579,6.955,-0.045,0.498,43.379,0.221,-0.453
E01000580,4.666,-0.821,0.962,28.869,0.180,-0.493
E01000581,3.439,-1.221,0.448,34.940,0.128,-0.677
E01000582,3.994,-0.905,0.409,38.378,0.091,-0.542
E01000583,3.402,-0.619,0.622,41.447,0.101,-0.734
E01000584,6.488,-0.609,-0.095,30.054,0.099,-0.710
E01000585,4.685,-0.480,0.030,25.499,0.119,-0.749
E01000586,8.761,-0.711,0.364,32.814,0.147,-0.168
E01000587,15.894,-0.728,-0.210,21.483,0.078,-0.409
E01000588,16.824,-0.566,0.590,23.459,0.254,-0.417
E01000589,15.004,-0.630,0.137,19.860,0.109,-0.317
E01000590,7.512,-0.143,0.035,22.440,0.137,-0.816
E01000591,12.307,-0.636,0.776,28.871,0.060,-0.676
E01000592,11.714,-0.256,0.637,20.575,0.118,-0.893
E01000593,10.562,-0.694,-0.109,18.314,0.151,-0.639
E01000594,10.621,-1.337,0.238,28.302,0.118,-0.913
E01000595,34.907,0.610,0.622,34.449,0.237,0.216
E01000596,34.635,0.061,1.046,34.228,0.290,0.203
E01000599,17.349,0.657,0.930,36.679,0.337,-0.134
E01000600,26.212,0.348,0.602,35.766,0.153,0.047
E01000601,36.348,0.776,1.454,20.264,0.409,0.852
E01000602,24.138,-0.315,0.799,21.626,0.276,-0.350
E01000603,23.961,-0.266,0.443,28.077,0.309,0.207
E01000604,24.845,0.105,0.667,23.041,0.289,-0.324
E01000605,30.801,0.029,0.988,30.084,0.255,0.124
E01000606,10.674,-0.866,0.223,31.067,0.117,-0.853
E01000607,9.265,-0.960,-0.244,21.347,0.105,-0.932
E01000608,9.761,-0.507,0.545,32.480,0.137,-0.627
E01000609,13.937,-0.630,0.335,24.470,0.121,-0.346
E01000610,15.061,-0.405,0.514,18.451,0.135,-0.115
E01000611,13.391,-0.129,0.303,29.429,0.143,-0.260
E01000612,11.485,-0.242,0.320,20.808,0.156,-0.489
E01000613,12.281,-0.514,-0.259,26.918,0.164,-0.276
E01000615,12.751,-0.673,-0.104,16.659,0.121,-0.282
E01000616,10.260,-0.738,0.549,34.433,0.136,-0.532
E01000617,14.295,-0.412,1.035,26.460,0.142,-0.448
E01000618,17.419,-0.624,0.221,23.342,0.131,-0.326
E01000619,16.369,-0.606,0.017,17.313,0.211,-0.529
E01000620,18.942,-1.104,-0.108,31.500,0.143,-0.042
E01000621,20.958,0.284,-0.053,33.803,0.143,-0.163
E01000622,22.624,-0.275,0.963,33.702,0.175,0.025
E01000623,12.394,-0.628,-0.279,31.752,0.087,-1.013
E01000624,16.229,-0.668,-0.316,21.486,0.144,-0.186
E01000625,14.864,-0.563,0.111,21.969,0.164,-0.208
E01000626,29.765,0.242,1.105,21.916,0.283,0.358
E01000627,28.942,-0.136,1.244,40.599,0.263,0.009
E01000628,22.309,-0.024,0.798,36.536,0.185,0.142
E01000629,19.783,-0.782,-0.008,22.764,0.111,-0.024
E01000630,17.187,-0.390,0.735,22.336,0.157,-0.259
E01000631,15.943,-1.244,0.065,29.444,0.098,-0.024
E01000632,27.807,-1.292,0.068,31.303,0.057,0.331
E01000633,26.372,-0.686,0.696,30.989,0.112,0.343
E01000634,15.014,-0.608,-0.146,19.941,0.141,-0.505
E01000635,15.302,-0.877,1.062,38.432,0.207,-0.198
E01000636,18.776,-1.204,-0.021,35.531,0.115,-0.014
E01000637,16.145,-0.319,0.136,32.484,0.166,0.026
E01000638,20.905,-0.201,0.862,39.281,0.207,-0.148
E01000639,11.402,-0.816,0.844,31.439,0.224,0.039
E01000640,21.772,-0.596,0.248,39.686,0.221,0.133
E01000641,21.339,0.042,0.756,32.447,0.230,0.397
E01000642,11.851,-0.320,0.365,39.438,0.302,0.097
E01000643,20.506,0.846,1.048,32.225,0.302,-0.134
E01000644,9.296,-0.188,0.361,33.885,0.193,-0.298
E01000645,0.534,-1.934,-0.531,13.543,0.024,-2.394
E01000646,2.155,-1.214,-0.260,19.837,0.096,-1.321
E01000647,5.188,-1.147,-0.245,20.024,0.058,-0.913
E01000648,3.883,-1.422,-0.830,19.042,0.082,-1.060
E01000649,2.027,-1.165,-0.414,10.864,0.104,-1.088
E01000650,1.192,-0.916,-0.131,10.628,0.043,-2.055
E01000651,2.014,-1.152,-0.932,17.403,0.064,-1.730
E01000652,3.905,-1.415,-0.013,14.014,0.057,-1.583
E01000653,3.599,-0.593,-0.628,11.051,0.041,-1.039
E01000654,18.375,-1.028,-0.737,8.279,0.095,0.014
E01000655,18.763,-1.195,-0.346,6.358,0.092,0.044
E01000656,13.805,-1.334,0.015,9.626,0.059,-0.304
E01000657,14.077,-0.518,0.023,8.588,0.174,-0.128
E01000658,12.964,-0.832,-0.755,7.496,0.094,-0.153
E01000659,13.743,-1.119,-0.373,5.450,0.070,-0.505
E01000661,31.712,0.197,0.739,15.091,0.335,0.490
E01000662,16.778,-0.266,0.088,15.422,0.148,-0.231
E01000663,12.477,-0.515,-0.209,11.762,0.119,-0.317
E01000664,15.782,-0.486,0.438,12.081,0.117,-0.405
E01000665,11.570,-1.190,-0.280,13.303,0.077,-0.394
E01000666,6.052,-1.966,-0.599,8.901,0.066,-0.693
E01000667,5.326,-1.554,-0.536,11.787,0.038,-1.016
E01000668,5.685,-0.858,0.234,31.968,0.087,-1.076
E01000669,6.486,-1.202,-0.271,24.114,0.072,-0.648
E01000670,0.891,-2.043,-0.548,15.881,0.054,-1.785
E01000671,3.379,-0.655,-0.351,20.578,0.064,-1.078
E01000672,3.583,-0.807,-0.089,14.228,0.035,-0.926
E01000673,3.965,-1.099,-0.475,15.860,0.074,-1.132
E01000674,4.842,-0.765,-0.054,18.531,0.117,-0.606
E01000675,1.581,-1.481,0.165,26.866,0.053,-1.211
E01000676,7.182,-0.309,0.615,29.352,0.224,-0.350
E01000677,3.590,-1.256,0.944,31.302,0.089,-0.796
E01000678,3.506,-1.183,-0.806,20.554,0.046,-1.210
E01000679,5.647,-0.876,-0.111,31.397,0.029,-0.947
E01000680,6.699,-1.287,-0.218,15.369,0.059,-0.485
E01000681,4.971,-1.722,-1.015,9.747,0.016,-1.090
E01000682,4.490,-0.837,-0.865,13.320,0.037,-1.435
E01000683,7.182,-0.725,-1.035,18.692,0.103,-0.679
E01000684,2.820,-1.699,-1.620,8.390,0.022,-1.333
E01000685,14.175,-0.540,-0.266,9.988,0.114,-0.321
E01000686,4.859,-1.376,-0.668,13.504,0.072,-0.950
E01000687,4.928,-1.022,-0.933,17.435,0.101,-0.876
E01000688,2.222,-1.452,-0.661,8.404,0.026,-1.136
E01000689,15.501,0.044,0.099,15.039,0.190,-0.263
E01000690,4.034,-1.367,0.518,13.506,0.024,-1.066
E01000691,11.407,-0.679,-0.314,16.098,0.120,-0.394
E01000692,4.654,-1.168,-0.038,22.467,0.070,-0.970
E01000693,4.516,-1.153,0.369,21.794,0.043,-0.956
E01000694,3.536,-1.534,-0.242,12.181,0.095,-0.683
E01000695,2.897,-1.806,0.187,18.309,0.081,-1.320
E01000696,0.792,-1.647,0.603,14.813,0.025,-1.651
E01000697,0.544,-1.640,-1.199,12.336,0.028,-1.874
E01000698,5.447,-1.303,1.250,10.607,0.045,-1.588
E01000699,17.843,-0.219,0.157,28.272,0.166,0.286
E01000700,7.351,-0.666,-0.314,26.312,0.112,-0.434
E01000701,6.041,-0.749,-0.539,29.878,0.115,-0.883
E01000702,3.842,-0.765,-0.229,33.925,0.026,-0.964
E01000703,1.038,-1.123,0.059,37.905,0.068,-1.627
E01000704,7.533,-1.049,0.089,26.735,0.080,-0.749
E01000705,4.872,-0.904,0.181,31.404,0.136,-0.921
E01000706,10.429,-0.665,0.105,27.252,0.118,-0.353
E01000707,1.970,-1.831,-0.758,22.939,0.025,-1.091
E01000708,4.864,-0.903,-0.168,22.097,0.050,-0.951
E01000709,9.424,-0.101,-0.432,18.199,0.091,-0.061
E01000710,3.489,-1.316,0.442,16.767,0.155,-0.679
E01000711,8.969,-1.444,0.279,15.273,0.134,0.009
E01000712,3.032,-1.883,0.280,13.060,0.060,-0.771
E01000713,3.183,-1.301,-0.074,14.207,0.049,-0.930
E01000714,7.873,-1.493,0.352,21.135,0.134,-0.114
E01000715,1.911,-0.974,-0.017,19.004,0.025,-1.047
E01000716,1.618,-0.924,-0.498,12.843,0.068,-1.321
E01000717,2.838,-1.554,-0.640,18.385,0.108,-0.929
E01000718,16.831,-0.622,0.130,34.553,0.232,0.162
E01000719,22.042,0.136,0.699,21.126,0.276,0.120
E01000720,38.949,0.131,1.099,23.439,0.397,0.908
E01000721,41.198,0.563,1.103,17.088,0.392,0.670
E01000722,26.349,-0.098,0.728,24.443,0.254,0.179
E01000723,20.572,-0.759,0.088,11.657,0.127,-0.200
E01000724,37.704,0.384,1.020,12.903,0.299,0.655
E01000725,23.314,0.045,0.687,26.554,0.260,0.079
E01000726,12.719,-0.746,1.035,16.807,0.133,-0.654
E01000727,12.719,-0.745,0.135,22.961,0.130,-0.394
E01000728,23.681,-0.541,0.772,15.388,0.132,-0.117
E01000729,37.926,0.550,1.005,15.740,0.356,0.290
E01000730,36.726,0.435,0.815,14.675,0.409,0.493
E01000731,30.094,-0.259,0.757,18.480,0.299,0.221
E01000732,11.339,-0.742,0.006,13.971,0.148,-0.506
E01000733,18.120,-0.598,0.552,22.537,0.249,-0.222
E01000734,11.502,-0.915,-0.420,16.353,0.109,-0.465
E01000735,39.513,0.002,0.696,23.511,0.246,0.739
E01000736,25.394,-0.487,0.231,16.629,0.206,0.098
E01000737,23.693,0.146,0.967,19.052,0.322,0.038
E01000738,18.316,-0.324,0.893,20.281,0.117,-0.349
E01000739,43.511,0.238,1.455,16.047,0.368,0.868
E01000740,11.122,-0.252,1.158,23.356,0.260,-0.063
E01000741,11.966,0.225,0.396,26.000,0.236,-0.018
E01000742,8.838,-0.561,0.489,30.759,0.280,-0.273
E01000743,20.590,0.455,0.860,22.414,0.287,0.201
E01000744,29.492,0.584,0.511,16.883,0.384,0.241
E01000745,5.509,-0.541,0.537,19.876,0.179,-0.478
E01000746,10.560,-0.735,0.515,25.356,0.149,0.094
E01000747,17.091,-0.819,-0.080,21.382,0.121,0.049
E01000748,12.772,-1.401,-0.294,22.504,0.046,-0.313
E01000749,8.842,-1.224,-0.128,10.532,0.053,-0.895
E01000750,29.238,-0.234,-0.557,8.361,0.318,0.405
E01000751,8.205,-0.945,-0.186,8.338,0.030,-0.582
E01000752,7.710,-0.948,0.062,15.821,0.060,-0.752
E01000753,4.969,-1.559,-1.519,9.678,0.038,-1.542
E01000754,5.669,-0.892,-0.818,13.082,0.060,-0.859
E01000755,2.927,-1.067,-1.187,9.427,0.032,-1.500
E01000756,3.930,-1.500,-0.196,15.362,0.056,-1.546
E01000757,3.375,-1.667,-1.499,10.908,0.022,-1.386
E01000758,1.591,-1.472,-1.034,11.072,0.025,-1.677
E01000759,7.632,-1.345,-0.139,13.902,0.025,-0.762
E01000760,8.165,-1.025,-0.639,21.405,0.055,-0.872
E01000761,8.342,-1.367,-0.028,14.774,0.040,-0.467
E01000762,3.552,-1.009,-1.120,12.109,0.094,-0.963
E01000763,7.982,-1.377,-0.334,14.373,0.022,-1.565
E01000764,9.744,-0.600,-0.349,14.972,0.104,-0.580
E01000765,5.359,-1.418,-0.040,16.560,0.072,-1.181
E01000766,3.939,-1.817,-0.926,12.668,0.020,-1.386
E01000767,4.277,-1.505,0.016,15.998,0.032,-1.077
E01000768,2.122,-1.153,0.025,14.137,0.071,-1.338
E01000769,10.464,-0.349,1.423,14.269,0.105,-0.801
E01000770,1.008,-1.790,0.205,21.103,0.064,-1.398
E01000771,2.625,-1.875,0.245,23.885,0.026,-1.345
E01000772,1.747,-1.480,-1.148,13.264,0.052,-1.142
E01000773,6.264,-1.527,-0.834,20.236,0.037,-0.775
E01000774,10.949,-0.995,0.277,18.585,0.064,-0.264
E01000775,5.636,-2.264,-0.522,16.535,0.066,-0.998
E01000777,5.817,-1.165,-0.303,21.252,0.037,-1.075
E01000778,11.410,-0.711,-0.432,17.882,0.065,-0.693
E01000779,8.000,-0.903,0.985,27.105,0.117,-1.087
E01000780,27.179,-0.641,0.700,18.395,0.201,0.368
E01000781,38.769,0.412,0.977,14.375,0.332,0.769
E01000782,38.440,0.778,1.061,22.483,0.341,0.737
E01000783,40.461,0.026,1.017,15.390,0.306,0.806
E01000784,6.486,-0.736,0.192,20.624,0.091,-0.938
E01000785,28.800,-0.033,0.859,20.129,0.365,0.297
E01000786,3.939,-1.154,0.256,9.849,0.094,-1.122
E01000787,25.004,-0.604,0.831,16.702,0.206,0.133
E01000788,16.089,-0.850,1.182,31.332,0.206,-0.264
E01000789,39.884,0.031,0.340,12.485,0.363,0.612
E01000790,4.591,-1.254,0.096,38.340,0.118,-1.070
E01000791,10.176,-0.958,-0.040,14.228,0.077,-0.713
E01000792,17.167,-0.679,0.901,9.504,0.246,0.031
E01000793,2.845,-1.042,-0.513,14.340,0.015,-1.336
E01000794,3.434,-1.267,-1.244,8.175,0.020,-1.435
E01000795,10.186,-0.456,-0.538,10.750,0.173,-0.407
E01000796,22.635,0.013,0.174,14.841,0.290,-0.032
E01000797,2.980,-0.777,0.809,26.241,0.043,-1.068
E01000798,33.238,0.281,1.189,32.612,0.446,0.507
E01000799,8.123,-0.731,0.807,33.366,0.127,-0.430
E01000800,18.249,-0.405,1.126,28.545,0.257,0.302
E01000801,13.786,-0.566,0.218,29.681,0.171,-0.389
E01000802,6.293,-0.620,0.396,43.053,0.179,-0.472
E01000803,6.858,-0.422,0.061,30.195,0.144,-0.290
E01000804,2.850,-1.323,0.308,23.168,0.044,-0.920
E01000805,14.848,-0.346,0.742,43.533,0.161,0.129
E01000806,19.111,-0.114,0.313,28.513,0.267,0.230
E01000807,3.444,-1.405,-0.392,22.490,0.066,-1.324
E01000808,3.825,-1.346,-0.602,9.942,0.063,-0.977
E01000809,4.960,-1.492,-0.688,11.290,0.028,-1.078
E01000810,2.221,-1.940,-0.794,10.912,0.013,-1.687
E01000811,4.496,-1.354,-0.220,16.520,0.026,-1.463
E01000812,5.542,-1.174,-0.065,16.508,0.080,-1.056
E01000813,5.801,-1.540,-0.540,11.187,0.043,-1.256
E01000814,0.820,-1.908,-0.155,12.445,0.030,-2.090
E01000815,2.391,-2.036,-0.738,10.944,0.021,-1.858
E01000816,14.048,-1.019,0.363,20.821,0.146,-0.216
E01000818,10.096,-1.383,0.574,17.920,0.078,-0.538
E01000819,16.000,-0.247,0.642,24.467,0.253,-0.271
E01000820,6.868,-0.106,0.608,20.864,0.145,-0.424
E01000822,6.928,-0.176,-0.095,21.480,0.135,-0.543
E01000823,1.878,-0.773,0.686,20.193,0.067,-1.297
E01000824,3.174,-0.434,0.306,28.484,0.112,-1.263
E01000825,7.188,-0.420,-0.453,32.958,0.127,-0.385
E01000826,1.195,-1.599,-0.933,14.790,0.027,-1.762
E01000827,3.404,-1.731,-0.977,12.462,0.088,-0.870
E01000828,2.533,-1.151,-0.492,16.560,0.057,-1.032
E01000829,3.389,-1.492,-0.924,17.134,0.059,-0.826
E01000830,1.158,-1.938,-0.708,14.524,0.017,-1.518
E01000831,1.485,-1.263,-1.153,16.522,0.065,-1.530
E01000832,2.270,-1.399,-0.419,12.278,0.024,-1.283
E01000833,2.366,-1.844,-1.161,10.855,0.024,-1.588
E01000834,4.992,-1.534,-1.084,14.130,0.043,-1.046
E01000835,6.224,-1.212,-0.632,19.678,0.094,-1.124
E01000836,4.058,-1.539,-1.067,14.583,0.033,-1.366
E01000837,6.417,-0.590,-0.327,12.967,0.058,-0.992
E01000838,5.414,-1.125,-0.463,12.690,0.024,-1.380
E01000839,3.032,-1.659,-0.372,13.310,0.022,-1.106
E01000840,4.215,-0.636,-1.082,16.522,0.045,-1.145
E01000841,5.334,-1.510,-0.779,17.421,0.035,-0.864
E01000842,5.409,-1.457,0.000,28.562,0.032,-0.270
E01000843,5.168,-1.420,0.035,33.509,0.200,-0.333
E01000844,1.370,-1.241,0.371,36.274,0.022,-0.989
E01000845,4.754,-0.873,0.615,25.205,0.111,-0.384
E01000846,7.140,-0.456,0.443,30.249,0.186,-0.607
E01000847,6.343,-0.860,0.186,27.412,0.195,-0.412
E01000848,4.634,-2.093,0.008,23.112,0.023,-0.373
E01000849,11.132,-1.155,-0.132,27.837,0.052,0.241
E01000850,4.658,-1.400,0.391,53.259,0.197,-0.380
E01000851,6.938,-1.230,-0.074,73.954,0.057,-0.133
E01000852,1.313,-0.619,0.486,48.184,0.238,-1.307
E01000853,11.128,-0.043,0.583,37.016,0.189,-0.478
E01000854,6.985,-0.417,-0.401,37.509,0.141,-0.279
E01000855,5.262,-1.024,0.357,55.455,0.180,-0.288
E01000856,13.089,0.453,1.309,32.370,0.282,-0.091
E01000857,2.695,-0.492,-0.187,27.214,0.116,-0.727
E01000858,13.070,0.328,1.810,27.855,0.383,-0.334
E01000859,3.367,-1.571,-0.298,29.592,0.036,-0.555
E01000860,5.566,-0.608,0.213,31.218,0.061,-0.327
E01000861,4.645,0.213,1.735,54.956,0.249,-0.609
E01000862,0.973,-1.323,0.975,34.334,0.050,-1.133
E01000863,12.966,0.699,1.700,42.259,0.191,0.316
E01000864,2.487,-0.602,0.661,35.131,0.172,-0.859
E01000865,2.631,-0.258,0.422,42.017,0.088,-0.719
E01000866,3.610,-0.338,0.364,47.262,0.196,-1.030
E01000867,21.635,-0.078,0.400,37.230,0.329,0.583
E01000868,17.966,0.452,0.672,51.997,0.240,-0.419
E01000869,5.687,0.035,0.402,35.937,0.271,-0.338
E01000870,7.510,-0.036,0.660,39.027,0.206,-0.288
E01000871,4.360,-1.253,0.870,22.965,0.123,-0.489
E01000872,8.797,-0.004,0.819,35.741,0.294,-0.057
E01000873,8.386,-0.941,-0.453,22.093,0.076,0.016
E01000874,2.621,-1.490,-0.650,29.470,0.025,-0.669
E01000875,13.150,-0.450,0.838,25.818,0.257,0.340
E01000876,15.354,0.434,0.441,26.471,0.286,0.300
E01000877,4.782,-0.542,-0.395,28.082,0.048,-0.362
E01000878,6.731,-1.822,-0.692,23.329,0.100,-0.151
E01000879,3.902,-2.079,-0.304,30.514,0.023,-0.469
E01000880,1.510,-2.257,-0.409,30.172,0.018,-0.927
E01000881,11.726,-1.238,-0.217,33.608,0.075,0.281
E01000882,1.094,-2.291,-0.686,29.530,0.013,-1.063
E01000883,1.810,-1.602,0.489,33.868,0.058,-0.897
E01000884,1.073,-1.995,-0.667,22.626,0.026,-1.133
E01000885,6.521,-2.038,-0.208,26.368,0.026,-0.159
E01000886,3.934,-1.492,-0.251,29.929,0.088,-0.503
E01000887,6.057,-0.864,0.465,26.300,0.139,-0.226
E01000888,6.510,-0.745,0.347,31.576,0.083,-0.200
E01000889,24.407,0.415,0.196,26.258,0.317,0.388
E01000890,33.648,0.615,0.404,20.233,0.270,0.570
E01000891,29.554,0.496,0.787,20.126,0.350,0.305
E01000892,8.699,-1.287,0.421,20.705,0.226,0.004
E01000893,1.183,-1.725,-0.245,22.231,0.035,-1.036
E01000894,10.902,-1.916,0.063,29.284,0.030,0.227
E01000895,5.145,-0.777,-0.733,22.818,0.080,-0.308
E01000896,2.912,-2.131,0.147,30.248,0.015,-0.618
E01000897,1.759,-2.098,0.187,26.687,0.031,-0.856
E01000898,8.946,-0.217,-0.889,14.835,0.108,0.050
E01000899,3.102,-2.770,-0.007,36.627,0.011,-0.601
E01000900,18.221,-0.065,1.068,31.980,0.200,0.400
E01000901,25.217,-0.067,0.469,21.845,0.367,0.333
E01000902,19.724,0.615,0.744,21.975,0.352,0.200
E01000903,3.720,-0.322,0.572,31.053,0.191,-0.546
E01000904,15.771,-0.480,1.107,23.772,0.292,0.248
